Timestamp,Discord Name (Example#9999) ,Display Name,Your own drawing of a Takodachi! ,Message Submission ,Illustration Submission ,Disclaimer,Message Only,Submission Check,
9/8/2022 13:36:49,Lazulis#6152,Lazulis,Lazudachi - Lazulis,"Happy 2nd anniversary Ina! I'm sure it's even more mind-blowing for you than for us how much time that is enjoying cookies together; meeting Mr. Pierce for example feels like it wasn't that long ago at all! These two years have had their ups and downs, but it's always been nice to fall back on your comfy streams and laugh along with both you and the amazing community of Takodachis that have formed around you. Thank you for being such an amazing ""human,"" and here's to further comfy times! = w=)7",,Yes,x,x,
9/8/2022 13:37:04,Scalim#4885,Scalim,tako - Javier garrido,"WAH! Happy 2nd Anniversary Ina!!! I can't believe its been 2 years already, your streams have been a great company trough my finals years in college, its been a wild trip, can't wait to see what awaits for us in the future!!!! Thank you Ina! Happy Anniversary!!!!!💜🐙",,Yes,x,x,
9/8/2022 13:42:26,Danyell#8600,ielle,,"Oh wow, 2 years already ;w;. Time really flies fast. Congrats on the 2 years anniversary, Ina! Thank you so much for the fun and happiness you've brought us these past 2 years! Here's to more fun years together with you! Let's create more amazing memories that'll last us a lifetime! (*´ω｀*)
",,Yes,x,x,
9/8/2022 13:51:32,nubbs#7111,,,"Happy anniversary Ina! Your streams have brought many a tako much joy, and I'm so so grateful for it. Times have been tough but you as my oshi have helped me through them. Thank you also for inspiring me to pursue art, which I finally have time to take much more seriously! Also congratulations on getting a place! Even though finding time to watch streams can be hard, thanks for everything Ina, here's to a good next year!",,Yes,x,x,
9/8/2022 13:52:49,Mostly Safe#1178,Mostly Safe,,Happy 2nd! Thank you for all your hard work and all the entertainment you have graciously given all of us. You have made Tako feel a bit less lonely throughout the year. Please continue doing you and letting us be there to watch.,,Yes,x,x,
9/8/2022 14:05:08,Vantablack#4209,Vantablack,,"A petition to add chocomint-flavored cookies to the cookie jar! Not that I'm complaining eating the usual cookie.. but it's nice to have a new flavor isn't it?

Anyways, happy 2nd anniversary Inyaa! I just wanna say thank you for all the warm and comfy streams, thanks for making my day a bit brighter when the days are rough, thanks for being you and please keep being true to yourself. I hope you taking a good care of yourself, keep eating your vitamins! Cheers for many years to come! WAH!",,Yes,x,x,
9/8/2022 14:12:06,Onii-dono #0216,Admiral Tubo,Takodachi (Admiral Tubo) - Admiral Tubo,"Hallo Ina! I've been enjoying your streams since I started college and now I'm in my third year, you're still here giving us cookies and hilarious meme materials. Every tomorrow is exciting when you have a stream coming up and I'm thankful for all the comfort you give us. I'm proud of having you as my oshi and couldn't be happier with you celebrating another year with the cul- I mean the Takodachis. Here's to more successful projects, priestess activities, and puns! Congrats on 2 years Inaaa~ <3",,Yes,x,x,
9/8/2022 14:28:55,teo2507#3451,Teo2507,Takoverse - Teo Murrieta,"Congratulations Ina for this 2 years full of memories, with good friends, a lot of cookies, a lot of art and of course a lot of Wah!!! you are my favorite Vtuber, the more Fun, Cute and positive of all, I wish  you the best for the future and hope to see more of your amazing work.",Ina_Anniversary - Teo Murrieta,Yes,,x,
9/8/2022 14:36:40,Minji_desu #5831,Minji,03D315BF-7D45-4F9C-9304-1EA66D031FD2 - mominji 112,Congratulations on your 2 year anniversary in Hololive and become to my Oshi. I'm glad to have been following you for 2 years. You make me happy every time you stream or tweet.  Hope you have a great time in these 2 years too.  I'm glad to be your fangirl.  You’re the sweet soft funny and cutest person I know. Love you Ina.,,Yes,x,x,
9/8/2022 14:43:36,coffee enjoyer#4494,J,tako1 - Jisu,"I may be a late fan, but I will always WAH and will always support you! I wish you all the best and I hope you also had fun with us takodachis, just as much as we had fun spending time with you. Happy 2 years Ina, you're the best, and to many more fun filled streams we go in the future, let's go~ ",,Yes,x,x,
9/8/2022 14:50:08,jul#2437,juushiyo,takodachi_juushiyo - Julia M,"Happy 2nd anniversary, Ina! You always give me motivation to keep pursuing art and your livestreams brighten up my days on hard days 💜 With that I'm trying to keep a positive approach to life. I wish you all the best together with Takodachis!",Ina2ndAnniv_Juushiyo - Julia M,Yes,,x,
9/8/2022 15:10:16,WulfShadow#7791,ArcaneRanger,ARStako - Sam Laos,"Congratulations on 2 years Ina! Your streams, art, music, and interactions with other holomems have brought me so much joy, happiness, and many laughs over these years, drawing me further and further into the tentacult... I mean the totally normal fanbase! I hope you have had a much fun as we've had, it sure seems like you have! Here's to many more great times in the coming years, and thank you for everything you do! WAH!",Ina2Years - Sam Laos,Yes,,x,
9/8/2022 15:22:54,Kergean#2061,Kergean,1%tako - Kergean,"Congratulations on your 2-year anniversary, Ina! I would have loved to draw another illustration for you, but I was way too busy and demotivated this time. As a really good artist, I'm sure you know this feeling better than I do, haha.... Anyway, I want to take this opportunity to thank you again for all the great moments and that you can be proud of what you have achieved. And remember that World domINAtion is a slow and steady process.",,Yes,x,x,
9/8/2022 15:39:03,jle#2824,jle,FA30527B-151E-480E-A1B1-3CD83C88B137 - jle,"Hi Ina, I’ve been a day one fan and even though I don’t get to chat much due to work, I still manage to listen in to your streams. It has been an amazing two years with all the fun steams, your original song and covers, and your performance at 3rd fest. All your hard work really shows off in your work. Even though there have been frustrating moments, your takodachi have supported you and will continue to support you through thick and thin. Let’s have fun for years to come! Thank you so much Ina.",,Yes,x,x,
9/8/2022 15:43:16,Scarecrowking13#3345,Scarecrowking13,Takoverse - Scarecrowking 13,"Happy anniversary Ina! Watching you first play Call of Cthulhu two years ago gave me something to really look forward to at end of every hard day during a very bad time in my life. Your art streams are coziness incarnate, all the comfort of a spa day condensed into a single stream by one very talented artist. You showed me how much Vtubers genuinely enjoy what they do, and how much the respect their audience. I hope to keep bouncing to your stream opening for many more years to come! Wah!!!",,Yes,x,x,
9/8/2022 15:50:00,Fiftycentis#6945,Fiftycentis,,"Happy second anniversary Ina.
I'm bad with words as i was a year ago, so i'll only wish you an happy celebration, i can't wait to have problems writing a message next year too.
Thanks for another wahnderful year of streams and to many more to come.
WAH \(=w=)/",,Yes,x,x,
9/8/2022 16:00:49,WowDogeWow#4759,WowDogeWow,tako - WowDogeWow,"Happy 2nd anniversary Ina! Time surely flies fast when you are having fun, I can't believe it has been 2 years already! Thank you for another year filled with very entertaining and comfy streams! The beginning of the year might have been a bit rough but thank you for working hard and always giving your best! Looking forward to all the projects you have been working on and crossing my fingers for a 3D debut happening sometime soon! Thank you again Ina and onward to another WAHnderful year! =w=)7",,Yes,x,x,
9/8/2022 16:18:21,Weeb On A Mountain#4272,Tako on a Mountain,d2699151-70ca-44d2-803b-39a556445cd2[1] - Christian Cortes,"Happy anniversary Ina! you have inspired me greatly and I hope to witness more of your accomplishments in the future. I made my first animation but I couldn't finish it before the deadline. Hopefully in the future my tako art powers will grow and I can show the world.
Much love from a -Tako on a mountain",takomation - Christian Cortes,Yes,,x,
9/8/2022 16:23:00,GonzaGKX#9835,GonzaGKX,TakoG - Gonzalo Andreacchio,"CONGRATZ ON YOUR 2ND ANNIVERSARY INA!!! It's been a really good ride watching you grow these 2 years, your streams always are a perfect way to chill and enjoy a peaceful day!  Thanks for all the cookies and puns, I'll continue to support you for as long as i need to eat!
i'm about to become a golden tako so i hope we get another cute form on the 3rd year!",,Yes,x,x,
9/8/2022 16:52:35,FongSifu#3500,FongSifu,takodachi_2022_anniversary - Wilson Fong,"Congrats on your 2nd anniversary, Ina! Your chill streams always make my day brighter and I'm looking forward to what's in store in year 3!",,Yes,x,x,
9/8/2022 18:08:22,Exyael#9704,Exyael,,"Congratulations on your second year anniversary Ina! It's been a long journey full of ups and downs, but precious memories have been created along the way, whether it's been through gaming, chatting or art streams, it's been a joy to spent time with you and the takos!

You are really talented and charming, with puns that never fail to make me smile or wisdom to reflect with, you always bring the comfiest time of the day, Takotime! WAH!",,Yes,x,x,
9/8/2022 18:16:54,PawzOnPiano#0517,Aurick,,"Ina ina iinaaa! 2年? NANIna?? I swear the first Inacademy was just last week, what's that gold paint approaching me—

Congratulations on a breathtakoing 2 years!! You're a constant, relatable source of inspiration and knowledge, comfiness and belonging.

And cookies. Mmm...

You've worked hard, and doubtlessly gone through hurdles and highs we as viewers can't understand. I've received so much, and smiled even more. Thank you. You've done wonderfully. And the party's just getting startedヽ( =w=)ﾉﾟ",,Yes,x,x,
9/8/2022 18:17:18,Melmarkt#4289,Melmarkt,Melmarkt_Tako_2022 - Clément Caresmel,"Good Morning, Afternoon, Evening Ina! One more year of you, one more year of great contents, new games, new songs, new encounters, even a new place! It's nice to see you with all the other! I wish you a lot of fun and creativity and don't forget to rest and take care of yourself! Signed a French Takodachi ! Wah !",,Yes,x,x,
9/8/2022 18:24:07,azqs90#1364,azqs90,Tako - Ethan Phan (azqs90),Congrats on 2 years Ina! You're such a huge inspiration for me and I hope the best for the future.,Ina 2nd Anniversary - Ethan Phan (azqs90),Yes,,x,
9/8/2022 18:33:20,SleepyKamo#9980,SleepyKamo,Takome - Trym V. O. Tegler,"What a year this has been, a year of ups, downs and occasionally some sideways wriggeling.
It feels like no time at all since the last anniversary, yet here it is once again.
Here's to another completed cycle and to more cycles to come. 
Time to flip the hourglass anew and gamble on the yearly gatcha of life.

Looking forward to another year in the Rabbit hole with the rest of the cul- takodatchies.",,Yes,x,x,
9/8/2022 18:40:54,Skelyos#9118,Skelyos,Takoverse - Patrick Leaver,"Thank you for all your entertaining & comfy streams, congrats on the new office & happy 2nd Anniversary! I try to catch as many live streams as I can but being EU gang they tend to juuust slip into the time of ""bad sleep schedule"" near the end but the ones I do catch are always entertaining. 

It feels like the Takodachi haven't been supporting your streams for very long but it's already been 2 years, hoping for an another amazing year of amazing streams and fun times for you & all of HoloEN! ",,Yes,x,x,
9/8/2022 19:29:32,Zenallen#6922,Zenallen,,"Happy anniversary, Ina! Your comfy streams have always been a blessing during my downtime and I always try to tune into your karaoke streams when I get the chance. I hope you always have fun playing with us and that you can always continue to do so. Thank you for letting us enjoy watching over you!",,Yes,x,x,
9/8/2022 19:29:32,Medic Robot #0042,Medic Robot,my tako - Medic Robot,"Happy 2nd Anniversary Ina! Wow, it already has been two years since you and rest of the myth debuted. It has been a wild two years and you and your friends have grown so much, from the first anniversary to even having your first ever off-collab this year. 

I’ve always loved the chill, down to earth and fun aura you give to your streams and I’m always looking forward to streams that I’m able to attend.

So here’s for another amazing year and amazing future!",inavessary photo - Medic Robot,Yes,,x,
9/8/2022 19:42:39,wydken#7530,wydken,takocapy - Wydken,"Happy 2 Year Anniversary, Ina! I've been following you since day 1 and watching you grow these past 2 years has been something amazing, filled with wonderful memories that I'll hold dear to my heart forever. Honestly, I can't imagine a timeline without you and the tentacult, you are a wonderful person and your passion motivates me to work harder than ever and be a better person!
Here's for another year of takotime, let's keep making more memories together another year! WAH! = w=)7",inaanniversary3 - Wydken,Yes,,x,
9/8/2022 19:48:08,Balistaphobia#0480,Balistaphobia,,"Congratulations on two years Ina! Thank you for all the comfy drawing streams you've done, because of you I've gotten into art for the first time so thank you for sharing!",,Yes,x,x,
9/8/2022 20:02:15,freesia#3294,freesia,freesia's takodachi - Aniruth Ramanathan,"Congratulations on two years Ina! Since your debut, you've been a huge inspiration to me as an artist. Around the time Myth debuted was when I decided I wanted to take art seriously after doodling all my life. Watching you and learning from the advice you give has helped me constantly improve, and your chill demeanor has helped me relax when I'm stressed out over life. Thanks for all you do and cheers to more great years for the Tentacult!",Inaversary - Aniruth Ramanathan,Yes,,x,
9/8/2022 20:11:06,Ithius#0347,Ithi,Ithi - avatar - Ittapon Ieowongjaroen,"Happy 2nd Anniversary, Ina! Althrough these couple of years was such a rollercoaster ride , we are still alive and kicking! Thank you for building this fun and comfortable place for us to come back and relax. I wish you to be happy, healthy and prosper in this third year. Excited for what the future would bring!",2ndanne-edit - Ittapon Ieowongjaroen,Yes,,x,
9/8/2022 20:38:27,HI-Box / 鉄馬#8096,HI-Box,,"Thank you for all the cookies and comfort you've brought us these past two years, here's to many more! I love you Ina!!!",,Yes,x,x,
9/8/2022 20:49:35,vignedev#4230,vignedev,TAKO_2K - Vigne Dev,"Happy Inaversary, Ina!!

I'm probably going to repeat myself, but thank you for Inaspiring us and having such lovely, comfy and funny streams for another year! Not only that, I have also learned a lot just by supporting you, be it about art, animal facts or cooking! Kind of hard to put into words just how grateful I am.

Looking forward to continue watching and supporting you and seeing what you have in store for us! wah!",,Yes,x,x,
9/8/2022 21:12:04,Lyudmilia#7948,Lyudmilia,lyudtako - Lyudmilia,"Happy 2nd anniversary, Ina! Can you believe it? 2 years! It feels unreal to me tbh. It's been a real fun ride this past year! You discovering back your love for the adorable capybaras, the various games streams, and you finally having your own office! A lot of things have changed this past year and we're growing along with you as you go through life. I just want to thank you again for being my oshi for this past year too.  Hopefully we'll be able to have more fun the next year too! I love ya! <3",,Yes,x,x,
9/8/2022 21:13:44,Antares#5146,Antares,Takodachi_Antares - Zac Proffitt,"Wow! Two whole years already? Time really has a habit of sneaking up on us. Congratulations! This has been a huge year for Ninomae Ina'nis, from smol to 3D on stage, to even moving out to your own abode! I know that can be a huge leap and journey all on it's own, and I just want you to give yourself a clap on the back for going so far. As a fellow creator, you're a big inspiration and I thank you for all the energy you put in, even if we can't see all of it. Now for year 3 of WORLD DOMINATION",,Yes,x,x,
9/8/2022 21:19:18,Midouri#9514,Midouri,,"Hello, Ina! 
Another year flies by! 2 years seems like both a lot and not a lot. So much has happened, and there is so much more to happen! I'm so glad you guys were finally able to meet each other in-person as well as get your 3D models this year. Your continued growth is a joy to witness and I can't wait to see where you go from here. Thanks for inspiring me to keep on keeping on! ",,Yes,x,x,
9/8/2022 21:22:23,Ammomagnet#5449,Ammomagnet,Takotako - Ammomagnet,"It seems another year somehow already passed, and while some things have surely changed in that time, coming to streams to hang out still feels like home, and seeing a strenous project come to fruition is still as exciting as ever. I've met many people I love spending time with in these 2 years, and for all of that, thank you Ina, and congratulations on another successful year! I wish we can all look back on the next one warmly as well >w<)7",,Yes,x,x,
9/8/2022 21:40:59,Ryusei#0753 ,Ryusei,ryu-2 - Ryusei Kiiro,Yo ina 2 years huh? How time flows... I cannot thank you enough for all the things you've done for me be in making my evenings better with your amazing streams or the community you created with your wonderful personality. Every stream and event you do or participate is becoming more and more entertaining and fun! Please stay as you are and continue to inspire and make ppl happy! To another and many many great years!,,Yes,x,x,
9/8/2022 21:56:42,RCSI#6961,RCSI - Zogajah,takoanni - Kelly Black,"Happy Anniversary Ina! *Checks notes* Second Anniversary! Two years of fun streams, games, chatting, and community makes the time fly. While this past year has been a rollercoaster for breaks and real-world obligations (free chat has helped pass that time). This has not changed why we watch your streams, live or through vods. May this next year be less stressful, and I look forward to what will surely be filled with exciting streams, chatting, and projects. Thank you for your hard work, Ina.",SecondAnniversary2 - Kelly Black,Yes,,x,
9/8/2022 21:59:59,Rapostrophe#2543,Rapostrophe,,"Happy 2nd Anniversary Ina! 2 years now and what a journey it has been. Quite the busy past year as well but seeing you expand beyond just streaming like voice acting and performing on stage has been a treat. Also, congrats on finally getting the long awaited office. Is this the start of the Kitchen Arc, I wonder? I want to take this opportunity as well to show love on the covers that you've been putting out because you've been killing it. Stay safe always and take care!",,Yes,x,x,
9/8/2022 22:04:10,PhoenixFiore#5921,PhoenixFiore,Fiordachi - Madison Varletty,"Happy 2nd anniversary! it's wonderful how far you've come, Ina, and we look forward to all the amazing things you'll do in the next years.",Inaversary2 - Madison Varletty,Yes,,x,
9/8/2022 22:06:56,Aznsoulreaper#0966,Aznsoulreaper,,"Happy 2nd Anniversary, Ina! Time's really flown by. Absolutely incredible how much you've accomplished in just the past two years! Still amazed by your original song and the covers you've put out, the dozens of gorgeous art pieces you've put out, and the amount of love and care you've put into your streams and this community. Huge congrats again on your new place! Hope the best on your search for a cat! You just kind of know when you've been chosen by THE one. Thank you so, so much, Ina!!!",,Yes,x,x,
9/8/2022 22:08:31,1st_Killer#2222,1st Killer,WololoTako - 1st_Killer,"Wololo! Congratulations Ina! It's been two whole years, and I'm happy to see that you are still going strong. You are always bettering yourself and bringing joy to the community, and honestly, I'm proud of you. Never in my wildest dreams I would have imagined that I'd be cheering for someone that I don't know, who doesn't know me, but here I am, two years in, and whenever you say ""I gifted x to mama'nis"", ""I'm making a new cover"", ""I'm moving out"", ""I'm no longer floor gang"", I smile. Thank you!",,Yes,x,x,
9/8/2022 22:27:01,Vicinius#5161,Vicinius,TAKO - V Aoyama,"Hey Ina! Congratulations on the 2 year anniversary! It's funny how it's already been two years, crazy right? I just wanted to say thank you for all the hard work and for giving us so many great moments throughout the way. You're an inspiration to all of us! I hope you have a WAH-nderful anniversary and keep up being this WAH-derful person!",Inaversary2 - V Aoyama,Yes,,x,
9/8/2022 22:54:56,Sumika#3558,Sumika,TakoSumi - Sumikun,"Wah! Good morning afternoon evening, Ina! Today is a special day for you and HoloMyth, and I want to congratulate you on your 2nd anniversary! It's been an honor to watch your growth throughout the years, and we Takodachis are so proud of you. You inspire me to continue practicing art and I am really grateful for that. Congratulations on everything you accomplished for the past two years, and I'm looking forward to what the 3rd year of HoloMyth will bring! HAPPY ANNIVERSARY INA!!!",,Yes,x,x,
9/8/2022 23:05:03,willstr88#5947,William,,"Thank you Ina for making my days better! Seeing you be happy motivated me a lot to go out and make my life better, and I've met many wonderful takodachis along the journey as well. Here's to 2 years past and many more to come!",,Yes,x,x,
9/8/2022 23:28:46,xitrus#5263,Xitrus,,"Roses are red,
Violets are blue,
Bur it's also one of Ina's song too,
Happy 2nd Anniversary for Ina uuuuu!!",Untitled16_20220902171745-01-01 - XTRS,Yes,,x,
9/9/2022 0:41:43,Gaah-TaKometto#4272,Gabu,,"Hi Ina!! I cant believe it is already 2 years since I met the prettiest priestess. Arigathanks for every stream, Happy 2nd Inaversary!! (I hope you get the reference from the art heheh) ",InaVersary2 - Gabriel Fernando,Yes,,x,
9/9/2022 0:49:17,Jamuko#9385,Jamuko (Jamutako),jamuko tako pfp - Jamuko,"That time has come again! Ina anni!! It feels so fast and yet so long ago. I haven't had time for another more complex piece, but I hope this little doodle expresses my happy feeling for now. Thanks as always for all the good times over the past 2 years! It's been a very wonderful time to be a tako and I hope you are doing okay too 💜 Rest up and eat yummy food! You deserve it!",jamuko ina anni 2022 - Jamuko,Yes,,x,
9/9/2022 1:06:36,Rami#6225,Rami,,I'm glad that I started watching Ina a little over a year ago. Ina's streams always brighten up a bad day and have inspired me to pick up drawing again. I'm always happy to hear an Ina stream and I can't wait for what's more in the future! Wah!,20220909_010052 - Jake Bettega,Yes,,x,
9/9/2022 2:25:02,E (DCDNeo)#0336,DecadeS,DecadeS-fromChroneco - E E,"Happy 2nd Anniversary, Ina! I wish you to be healthy (so you can present more beautiful artworks) and always have creative ideas that can make your artworks to be unique!",,Yes,x,x,
9/9/2022 3:13:44,Sine_Fine_Belli#2234,Sine_Fine_Belli,IMG_7916 tako sunglasses - Jimmy Wen,"Happy 2nd Anniversary Ina! It’s been 2 years since I’ve been watching your debut! You’ve become one of my top oshies since then. Sorry I couldn’t buy some merch or give you a super chat last year. Maybe I have some more money, I could still buy some of your merch and give you a supper chat this year. Anyways here’s to a few more years, I’ll continue to support you. WAH! ",,Yes,x,x,
9/9/2022 3:38:08,Slayercks 🤘#4569,Slayerrcks,,WAH! Congratulations Ina on your 2 year anniversary and new home! Thank you for being a part of our lives and making our days brighter. I’m looking forward to what you have planned in the future for yourself and the Takodachis!,,Yes,x,x,
9/9/2022 5:27:20,Aekrid-#0156,Aekrid,Takoverse - me - Dooder,"Happy 2nd Anniversary, Ina!
You've helped so many of us with your humor, your comfy, cozy vibes, laid-back streams, and of course your BEEG heart. You've all helped me to try and overcome a hurdle that has haunted me for 18+ yrs; to try overcome my procrastination, my fear of failure, to be more productive and improve myself. I hope by next Anniversary I’ll have improved enough to feel confident and proud to submit my own work.
Good Health & Fortune, Priestess Ina!
- Love Takodachi Aekrid
WAH!",,Yes,x,x,
9/9/2022 11:46:44,Septendecillion0#1116,Septen,,"Hi Ina! I hope you’re having a good morning, afternoon, or evening (but no matter which one it is, it’s takotime)! I started watching a little over a year ago now, I was at work being an npc, and decided to put on a Minecraft stream and before I even realized I was converted into a takodachi. Anyway, I’ll try to keep this short, so here’s Ina that I drew on my iPad while I was bored in class (I don’t draw) (also who tf is De Broglie), and with that, I’ll see you next stream. WAH!",99449962-E4C6-4B3E-B540-CA3825220389 - Sunny Fan,Yes,,x,
9/9/2022 13:31:41,Chibi RoggianX#5611,Chibi_RoggianX,Tako 1 - Inaversary - Chibi Rogg,"Wah!  Happy 2nd Inaversary!  

Ina, thank you very much for what you've done.  You're definitely an inspiration to many of us, myself included, even if you may not realize it yourself at times.  And your streams are also a wonderful source of enjoyment and comfiness.  So, let us at least give back what we can, when we can.",Ina 2 - Inaversary v2 - Chibi Rogg,Yes,,x,
9/9/2022 13:46:20,wolfo#1309,wolof,,,ina mini3 - wolfo,Yes,,x,
9/9/2022 15:52:44,Tinman#7822,FlyingTinman,Takoverse - Tinman - Ricky Tran,Thank you Ina for all the comfy streams! You and all of Myth have given us so much joy and laughter. I am proud to be a tako and share a single braincell with the community that has gathered around you!,,Yes,x,x,
9/9/2022 17:18:53,Xhantoss#1739,Xhantoss,Xhantoss-Tako - Xhantoss,"I just want to say, thank you for everything! Thank you for bringing us Takos a smile every time you stream!
During your debut something just clicked and I instantly knew that you would be my oshi. 

You and everyone in Myth gave us so much happiness and I hope us fans were also able to make your 2 years in Hololive enjoyable.

I'm looking forward to many more fun and relaxing streams with our most favorite Tako priestess!",,Yes,x,x,
9/10/2022 3:08:56,kawa#0552,Kawa,Takoverse0552 - ミン,"I started learning illustration because of Ina. I watched her streaming drawing one day, and I was surprised at her beautiful art. I like drawing, not only because she is my oshi, but I also find my life is not only stubborn in work or other boring stuff. I am glad that she is going to have her 2nd anniversary with Myth members. Their warm relationship is just likes family; it is likes treasure. I bless her for having a wonderful anniversary and the days after with holomem and fans.",0552 - ミン,Yes,,x,
9/10/2022 4:34:22,GuyWhoCantDraw#9531,GuyWhoCantDraw,Takodachi(beanie) - Guy LastName,Happy anniversary Ina!!! It's been almost a year since i've been transformed into a Takodachi and I wanted to show some appreciation since your streams help me focus when I'm actually trying to do something productive instead of procrastinating. WAH!!!,Wahnniversary (Guy) (Revised) - Guy LastName,Yes,,x,
9/10/2022 13:19:19,ParaLogia#0379,ParaLogia,Paradachi1 - Phillip Huang,"Congratulations on two years Ina!! You've been a WAHnderful influence on so many takodachis, whether you're inspiring us with your art streams or helping us de-stress with your comfy gaming streams. Looking forward to another incredible year with you and the rest of HoloEN!",,Yes,x,x,
9/10/2022 18:45:02,fyz #8149,fyz0515,,Can't believe its actually been 2 years. You've been such an inspiration to so many including myself! I even picked up my old hobby 2years ago because of you! Thankyou for the best 2 years of Takotime. And here for another happy and WAHnderful year! World domination is getting much closer. W A H !!,inaversary rkgk - fyz 0515,Yes,,x,
9/10/2022 22:05:14,NxKarim#1744,NxKarim,TNewNxTako - Karim,"Happy 2nd anniversary, congrats!

Already two years... That's really a lot of time, so many great moments, so many memories, all of them so valuable. 

It's been almost a year since I started to draw again, being part of this community and seeing Ina keeps me inspired to continue practicing. Drawing really makes me happy, also seeing other people's artworks. Being a Tako inspired me to always try my best.

Thank you Ina and Takos, I can't wait for everything that is to come!",InaTakoAnivV2 - Karim,Yes,,x,
9/10/2022 23:21:37,neanos#7515,neanos,Takodachi - Zynne Baguios,"Happy 2nd anniversary Ina! Time passed by in a blink of an eye, it doesn’t feel like 2 years at all. The time spent watching your streams and interacting with the takodachis has been very fun and relaxing and I’m looking forward to what the future holds! I hope you the best rest of the year! ",,Yes,x,x,
9/11/2022 1:03:30,Shinjo#7763,Pierre(Shinjo),,"Happy WAHnniversary ina! 2 years now huh, Time sure flies when you're having fun. Not much I can say but first and foremost, Thank you always for the fun times and your hardwork trying to entertain us takodachis! A lot of us if not all of us have our lives became a lot better thanks to Hololive in general. Looking forward to more fun times on your 3rd year! Just keep doing what you've been doing and don't forget to have fun doing it! ",,Yes,x,x,
9/11/2022 1:07:18,Cold#7181,Cold,coldtako - Eric Paredes,Happy 2nd Anniversary Ina! It's been amazing seeing how far you've grown in terms of content creation and you finally being able to get your own office! Nainai for example has to be one of my favorite things you've done this year in terms of content creation and has quickly grown to be one of my favorite Holo covers of all time! It's been super rewarding being a Takodachi and I'm happy to call you my oshi! I look forward to continuing to support you in Hololive and here's to another year!,,Yes,x,x,
9/11/2022 1:09:50,nutella#8148,Stell,,"WAH!
Happy Anniversary Ina! I cant believe it’s already been two years since your debut! I remember watching your first stream and having such a fun time. Your streams always bright up my day. I cant wait for the upcoming third year and here’s to more fun times! ",,Yes,x,x,
9/11/2022 1:13:02,Charlie Sparky#5084,Charlie Sparky,,"Wah! Congratulations Ina for going strong for another full year! I hope your future journey will bring more peace, love and wahs that all of us takos love. Thank you Ina, from the bottom of my heart... as without you, I would have never met such beautiful takos who always give my life sweetness everyday. Thank you very much Ina... Wah!",,Yes,x,x,
9/11/2022 1:13:47,Kyujin#6668,KyujinQ,Takoverse - Kieu Nguyen,"Happy Anniversary, Ina!
It's already been two years yet we're still going strong, nay, stronger than ever!
We've all been through tough times through this, but together we will be able to do anything.
All of us Takodachi will try our hardest for our precious Priestess.
I pray the best for you, and that happiness follows you whenever.
Here's to another year with you, Ina, and World DomINAtion will be ours.
We are Happy, we are Hype, and we are Here with you always.
WAH!",,Yes,x,x,
9/11/2022 1:16:00,Koyo#9823,Koyo,,"Wow, 2 years! Congratulations! It went by so fast. Didn’t followed from the first second, but been here for quite a while. Thank you for being here and stream for us all. Your streaming time is quite manageable for most EUdachis as myself, and it’s such a nice ending for a hard day. Thanks to you the takodachis are a welcoming and comfy community. It also thanks to you that I started the critically acclaimed MMORPG and having so much fun in it! Thank you for being you! WAH!",,Yes,x,x,
9/11/2022 1:18:33,Vintervw#2611,Vintervw,,Wah! I wanna say congrats for your anniversary and i also want to say thank you for streaming because your chill stream and energy help me go through life and help me relax after a busy day,,Yes,x,x,
9/11/2022 1:18:56,Exvnir#3545,Exvnir ,,"Hi Ina! I've been a takodachi for a while now looking to practice new skills, so I tried making clay figures. I really appreciate all that you do, and the community you created. Congrats on your second anniversary!",20220407_173741 - Rynath Marshstead,Yes,x,x,Moved tako upload to illust
9/11/2022 1:27:44,Data#4389,Data,Takodachi - Nishikanta Das,Thank you for all the awesome content over the past 2 years Ina! Looking forward to the future streams and drawings!,,Yes,x,x,
9/11/2022 1:29:35,McArkus#9571,McArkus,tako - McArkus,"Congratulations Ina on this second anniversary, this has been a great ride with all the fun streams and content you do for us. Let's keep having more fun this next year and congratulations again for 2 years and your new office!",,Yes,x,x,
9/11/2022 1:32:55,jessss#3853,jess,Takoverse (1) - jess,"Ina! Congratulations on your 2 year anniversary! I can't believe it has been 2 years since your debut! I may not have been here since the beginning but I have been here for the majority(very proud). Watching you grow and creating these memories will always be an honor for me. To have spent these two years with hololive, the takos, and of course you will forever be one of my greatest treasures. Thank you for being you Ina and thank you for being here with us. Here's to another great year! WAH!",,Yes,x,x,
9/11/2022 1:34:19,Vanilla Thunder#4285,Vanilla Thunder,FB186B20-C7C4-4A91-8944-D04E9E1F1469 - chihcheng tsao,"Happy Second Anniversary Ina! Seeing you becoming a senpai, finally getting a 3D model, showing up in hologra as UMISEA, dancing with your senpais on stage during hololive fes… all these amazing achievements accomplished in just under a year! It’s really amazing to watch you grow as a talent, and it’s such an honor to be an otako. Here’s hoping to be able to celebrate more and more anniversaries with you and all the takodachis!",,Yes,x,x,
9/11/2022 1:35:50,Munch#7451,MunchMeister,Takoverse - MunchMeister,"Happy 2nd Anni! From the start I've seen you've grown and done amazing! Though I regret not watching streams live more early on, later I watched more and joined membership during your Tabi no Tochuu cover! Your wahnderful vocals, art, parallax and more made me realize how much you dedicated yourself towards creation, so I was inspired to join and also to learn drawing. There's not enough words to convey how much I appreciate everything. I too will be ""On A Journey"", so I hope you enjoy yours!",,Yes,x,x,
